,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,전체-평일,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
8905546,1230044300,특별광역시도,충민로,서울특별시 송파구,0.0230,6,31,30,31,32,31,30,31,30,30,31,31,31,31,30,30,31,30,29,29,29,29,29,30,30
8905549,1230042400,특별광역시도,탄천동로,서울특별시 송파구,0.0220,2,37,37,38,36,38,37,38,36,36,36,36,35,37,37,36,36,37,36,35,36,36,36,38,37
8905550,1230000601,일반국도,송파대로,서울특별시 송파구,0.0220,5,35,34,34,35,34,33,34,32,29,31,32,34,34,33,32,32,32,31,30,30,32,33,33,34
8905551,1230042500,특별광역시도,탄천동로,서울특별시 송파구,0.0240,2,19,20,17,17,15,17,16,14,15,16,17,16,18,17,17,17,17,16,15,14,15,15,17,16
8905553,"1230041800,1230041800,1230041800,1230041800",일반국도,송파대로,서울특별시 송파구,0.5430,5,38,38,39,39,36,37,32,22,15,22,26,29,29,27,26,25,24,20,16,20,26,29,32,35
8905554,"1230041700,1230041700,1230041700",일반국도,송파대로,서울특별시 송파구,0.2260,5,38,37,40,38,31,36,22,17,16,16,17,22,21,19,18,17,16,19,19,26,29,29,30,32
8905555,1230041900,일반국도,송파대로,서울특별시 송파구,0.2810,5,54,54,55,54,52,53,48,39,33,36,39,46,45,43,42,41,36,36,37,47,48,50,50,52
8905557,"1230001301,1230001301",일반국도,송파대로,서울특별시 송파구,0.3910,5,27,30,32,33,32,30,22,18,18,20,23,23,23,21,20,18,17,19,20,23,20,27,27,31
8905559,"1230001302,1230001302",일반국도,송파대로,서울특별시 송파구,0.3770,5,26,30,34,35,25,31,19,19,22,26,25,22,28,25,22,20,17,14,16,29,31,29,29,36
8905561,"1230042701,1230042701,1230042701,1230042701",특별광역시도,탄천동로,서울특별시 송파구,0.3240,3,33,33,31,32,31,31,30,24,21,23,24,26,28,28,27,26,26,25,26,30,31,32,32,33
8905567,1230001200,연결로,수도권제1순환고속도로,서울특별시 송파구,0.3010,2,85,85,84,83,80,83,77,74,74,74,70,69,74,76,75,75,74,73,73,75,75,75,77,81
8905568,1230001000,고속도로,수도권제1순환고속도로,서울특별시 송파구,1.0090,4,111,108,105,102,102,103,94,91,89,90,78,76,89,94,91,90,87,79,81,91,95,96,100,106
8905570,"1230000901,2040003801",고속도로,수도권제1순환고속도로,서울특별시 송파구,0.7860,4,106,104,101,100,97,101,87,42,29,45,54,84,91,90,87,86,85,82,89,96,96,98,101,105
8905571,1230000700,연결로,수도권제1순환고속도로,서울특별시 송파구,0.3470,2,75,75,75,74,74,74,72,42,36,57,63,72,74,74,73,73,73,71,72,73,71,72,73,75
8905572,1230450601,연결로,수도권제1순환고속도로,서울특별시 송파구,0.4610,2,63,62,61,61,62,61,62,57,40,49,58,61,62,62,62,62,59,46,32,49,60,61,62,63
8905573,1230449501,연결로,수도권제1순환고속도로,서울특별시 송파구,0.8300,1,71,71,69,68,70,69,70,64,62,67,67,68,68,68,68,68,68,69,69,69,68,68,69,70
8905574,1230001100,연결로,수도권제1순환고속도로,서울특별시 송파구,0.2350,2,76,76,76,75,76,77,72,58,34,45,60,69,71,68,67,66,62,49,41,61,67,69,71,75
8905575,1230450901,연결로,수도권제1순환고속도로,서울특별시 송파구,0.6450,1,65,65,65,65,64,65,63,58,42,53,59,62,63,62,62,62,58,46,34,55,60,61,63,64
8905576,1230451001,연결로,수도권제1순환고속도로,서울특별시 송파구,0.7470,1,69,69,68,69,63,68,58,55,56,57,57,57,57,57,56,56,55,57,58,58,59,60,62,65
8905577,"1230042000,1230042000",연결로,수도권제1순환고속도로,서울특별시 송파구,0.4370,2,56,57,56,56,52,55,35,15,9,13,25,42,43,37,34,28,23,17,21,44,49,50,52,55
8905578,1230000700,연결로,수도권제1순환고속도로,서울특별시 송파구,0.3790,2,53,52,52,52,52,52,52,48,45,52,53,53,53,53,52,53,53,53,53,52,52,52,53,54
8905579,1230001100,연결로,수도권제1순환고속도로,서울특별시 송파구,0.1880,2,35,38,38,41,38,41,30,19,10,14,23,29,31,29,28,28,25,17,16,24,28,30,32,34
8905580,1230042500,특별광역시도,송파대로,서울특별시 송파구,0.1610,1,28,29,29,28,27,27,25,20,15,19,23,24,23,22,21,20,20,17,14,15,20,20,22,25
8905581,1230000601,일반국도,송파대로,서울특별시 송파구,0.0070,5,34,36,36,39,37,37,37,33,26,28,31,34,34,32,31,30,32,29,27,26,30,31,31,34
8905582,"1230000601,1230001401,1230001401",일반국도,송파대로,서울특별시 송파구,0.3950,5,20,20,20,20,25,19,21,16,12,14,14,16,22,19,18,17,16,15,17,17,21,24,20,26
8905583,1230042500,특별광역시도,탄천동로,서울특별시 송파구,0.1250,3,18,17,17,15,18,16,16,13,10,12,13,14,15,15,15,15,13,12,12,13,15,14,18,18
8905584,"1230042400,1230042400,1230042400",특별광역시도,탄천동로,서울특별시 송파구,0.1460,2,33,34,34,34,31,33,30,26,28,28,28,28,28,27,26,26,27,29,27,29,28,29,29,31
8905587,1230042400,특별광역시도,탄천동로,서울특별시 송파구,0.1600,2,40,41,42,41,35,37,30,25,28,30,31,32,32,31,31,31,33,32,27,30,32,33,36,40
8905589,1230001200,특별광역시도,-,서울특별시 송파구,0.0320,1,38,37,37,37,39,38,40,38,37,38,40,40,41,41,40,41,41,41,40,39,39,38,38,38
8905590,"1230001200,1230001200",연결로,수도권제1순환고속도로,서울특별시 송파구,0.3230,2,55,55,55,53,55,54,54,53,54,53,54,53,54,54,54,54,55,56,56,55,53,53,54,55
8905593,1230450201,특별광역시도,헌릉로,서울특별시 송파구,0.1210,2,53,54,53,53,51,53,48,43,45,48,50,50,51,50,50,50,51,52,52,51,50,50,51,51
8905594,1230450201,특별광역시도,-,서울특별시 송파구,0.0690,2,46,46,46,46,43,46,39,33,35,39,42,43,43,43,43,42,41,43,43,42,42,43,43,45
8905595,1230450801,특별광역시도,-,서울특별시 송파구,0.0420,4,47,46,46,46,41,45,38,35,36,38,40,40,39,39,39,38,37,38,39,38,39,42,43,45
8905596,1230450401,특별광역시도,-,서울특별시 송파구,0.0420,4,23,25,25,26,21,25,20,15,10,13,17,18,18,17,17,16,14,10,8,13,18,19,20,22
8905597,1230450501,특별광역시도,헌릉로,서울특별시 송파구,0.0610,4,37,36,36,36,36,36,35,33,33,35,36,36,36,36,35,35,34,35,35,34,35,36,36,37
8905598,1230450401,특별광역시도,헌릉로,서울특별시 송파구,0.0610,4,16,17,17,18,15,17,15,16,16,16,15,15,14,14,14,14,14,17,16,16,15,15,15,15
8905599,1230450801,특별광역시도,-,서울특별시 송파구,0.0090,5,52,51,51,51,47,50,43,39,40,42,44,45,44,44,43,41,39,41,43,42,44,47,48,50
8905600,1230450701,특별광역시도,-,서울특별시 송파구,0.0090,5,59,61,62,57,60,62,35,14,10,12,17,21,26,22,22,19,13,9,9,11,21,31,43,56
8905601,1230450801,연결로,수도권제1순환고속도로,서울특별시 송파구,0.2160,2,57,56,56,56,50,55,47,44,45,46,46,47,46,46,46,44,43,45,46,45,47,50,50,53
8905602,1230450701,연결로,수도권제1순환고속도로,서울특별시 송파구,0.2440,3,55,54,54,55,53,55,50,37,21,30,42,47,48,47,47,46,40,24,17,33,47,49,51,53
8905603,"1230449901,1230449901",특별광역시도,헌릉로,서울특별시 송파구,0.2270,1,32,32,32,33,30,33,26,18,12,15,21,25,25,24,24,23,21,16,13,19,24,26,28,30
8905604,"1230000402,1230000402,1230000401",특별광역시도,헌릉로,서울특별시 송파구,0.2600,4,24,23,24,23,23,24,21,17,12,14,19,21,21,20,21,20,20,16,16,18,21,22,21,23
8905605,"1230000301,1230000302,1230000302",특별광역시도,헌릉로,서울특별시 송파구,0.2830,4,44,45,46,46,41,44,41,39,39,39,37,37,37,37,37,37,37,39,40,39,40,40,41,43
8905606,"1230449801,1230449801",특별광역시도,헌릉로,서울특별시 송파구,0.1590,3,25,24,25,27,25,26,28,26,26,26,29,28,25,24,24,25,25,26,28,27,27,30,27,25
8905607,1230449601,특별광역시도,헌릉로,서울특별시 송파구,0.3230,2,61,62,62,64,59,60,57,56,56,56,55,55,55,55,55,55,55,53,49,52,55,55,57,59
8905608,1230449701,특별광역시도,헌릉로,서울특별시 송파구,0.3610,2,40,43,48,45,38,44,32,25,22,23,27,29,30,29,29,30,30,30,30,32,32,33,34,37
8905609,0,특별광역시도,헌릉로,서울특별시 송파구,0.0630,1,19,-,13,16,15,15,10,16,16,13,15,14,16,15,20,13,16,18,27,25,8,14,52,23
8905610,1230450301,특별광역시도,헌릉로,서울특별시 송파구,0.0260,2,34,34,34,33,33,34,33,34,34,33,33,33,34,33,34,34,34,33,32,33,33,34,34,34
8905611,"1230450301,1230450101",특별광역시도,헌릉로,서울특별시 송파구,0.1310,2,49,50,49,49,46,48,45,44,42,43,43,44,45,45,45,45,44,41,36,41,45,46,47,48
8905613,"1230000100,1230000100,1230000100,1230000100,1230000100",특별광역시도,헌릉로,서울특별시 송파구,0.1920,5,39,39,39,39,34,37,33,33,32,33,34,35,33,32,32,32,32,33,33,33,35,36,36,38
8905614,"1230040000,1230040000,1230040000",특별광역시도,헌릉로,서울특별시 송파구,0.1500,4,64,64,63,63,61,61,60,60,59,58,59,60,60,60,60,60,60,60,60,60,60,61,61,63
8905766,"1180110100,1180110100",특별광역시도,양평로,서울특별시 영등포구,0.1440,1,34,35,36,34,34,34,32,27,23,25,27,27,27,27,27,28,28,28,27,28,29,30,31,33
8905767,1180134301,일반국도,서부간선도로,서울특별시 영등포구,0.7740,2,67,70,71,72,60,69,52,37,30,39,45,49,52,53,52,52,48,38,42,54,55,51,51,59
8905768,1180134401,일반국도,서부간선도로,서울특별시 영등포구,0.2380,4,67,70,73,73,61,70,49,43,44,47,47,48,51,51,52,52,51,47,52,56,54,49,49,57
8905769,1140284501,일반국도,서부간선도로,서울특별시 영등포구,0.0120,2,73,73,77,74,69,73,65,60,56,55,51,55,59,60,58,57,49,34,23,40,59,64,66,69
8905771,1180134501,일반국도,서부간선도로,서울특별시 영등포구,0.3360,2,75,79,81,81,66,76,61,52,40,43,43,44,51,52,50,49,39,20,15,26,51,58,61,66
8905772,1180134601,일반국도,서부간선도로,서울특별시 영등포구,0.3290,1,66,67,68,67,62,66,57,47,40,46,43,46,50,50,49,47,35,19,14,25,47,55,57,61
8905856,"1060058300,2210078100",연결로,북부간선도로,서울특별시 중랑구,0.1860,1,39,40,40,38,38,38,38,21,17,35,36,37,36,36,35,36,35,22,22,34,36,36,38,38
8905917,"1220061100,1220061100,1220061100,1220061100,1220061500,1220062400,1220062400,1220062400,1220062400",특별광역시도,남부순환로,서울특별시 강남구,0.8530,4,62,62,63,62,59,62,55,51,49,51,51,51,51,50,49,48,46,46,44,46,48,50,50,57
8905922,1220005703,도시고속도로,올림픽대로,서울특별시 강남구,0.1220,4,83,85,86,85,76,83,66,58,52,59,58,55,53,55,49,41,33,24,22,31,54,59,64,74
8905934,1160005702,특별광역시도,시흥대로,서울특별시 구로구,0.0690,5,35,36,37,36,40,36,43,36,32,35,33,30,32,32,30,30,29,42,43,42,40,40,39,33
8905935,"1210011001,1210011001,1210011002,1210011002",특별광역시도,남부순환로,서울특별시 서초구,0.5330,4,31,33,35,36,40,36,38,36,36,37,37,39,39,34,32,29,26,26,26,32,37,27,26,26
8905976,1170046801,연결로,서부간선도로,서울특별시 금천구,0.3980,2,72,72,72,72,70,71,64,65,64,62,63,64,65,65,65,65,66,65,63,64,66,67,68,69
8905977,1170019300,연결로,서부간선도로,서울특별시 금천구,0.3890,1,62,64,65,65,47,61,30,31,26,25,26,27,26,26,26,28,30,30,22,27,32,34,41,53
8906119,"1240002100,1240002100,1240002100,1240002100",일반국도,천호대로,서울특별시 강동구,0.2730,7,57,57,57,56,52,54,49,45,46,46,46,47,48,48,48,48,47,45,44,48,50,51,54,55
8906133,"1130003201,1120061600,1120061600,1120000201,1120000201,1120000201,1120000201,1120000201",일반국도,신촌로,서울특별시 마포구,0.8220,4,32,34,36,37,34,36,29,21,18,18,17,19,22,19,18,23,26,25,25,29,29,28,29,31
8906134,"1120000100,1120000100,1120000100,1120061900,1120061900,1130003101,1130003101",일반국도,신촌로,서울특별시 서대문구,0.8210,4,40,40,42,42,42,43,38,33,28,28,28,27,27,22,20,17,14,15,14,21,27,31,32,36
8906164,1000012201,특별광역시도,사직로,서울특별시 종로구,0.1540,9,45,47,48,49,46,49,36,27,25,24,23,23,22,23,22,27,28,27,26,29,32,33,36,40
8906165,1000012101,특별광역시도,사직로,서울특별시 종로구,0.1540,9,34,36,37,37,33,35,27,21,20,20,20,20,21,19,17,17,15,15,13,13,18,19,23,28
8906203,1210072500,연결로,강남순환로,서울특별시 서초구,0.4950,1,65,65,64,65,58,63,35,16,13,17,22,37,47,43,43,43,38,32,35,49,55,57,58,61
8906204,"1210035002,1210035002,1210034700,1210034300,1210034300,2200007600",일반국도,양재대로,서울특별시 서초구,0.5670,3,62,62,62,61,55,60,47,36,30,30,30,40,48,46,44,44,43,40,44,52,53,54,55,58
8906217,1240003000,연결로,수도권제1순환고속도로,서울특별시 강동구,0.1590,2,40,40,41,41,37,40,28,22,14,17,21,22,21,22,21,20,18,17,20,24,28,30,32,36
8906219,"1220109200,1220329000,2040406200,2040406200",특별광역시도,탄천대교로,서울특별시 강남구,1.1190,4,46,44,48,46,47,46,45,43,43,42,43,42,41,41,42,41,43,42,42,43,44,44,44,45
8906254,1100013023,특별광역시도,금강로,서울특별시 노원구,0.2780,2,56,56,57,57,52,57,45,44,41,44,43,43,45,45,45,43,44,44,45,47,48,50,51,54
8906255,2210040600,특별광역시도,금강로,서울특별시 노원구,0.0720,2,25,24,26,28,21,26,19,19,19,19,18,17,18,18,17,18,18,18,19,19,18,19,20,22
8906900,1010003302,특별광역시도,삼일대로,서울특별시 중구,0.0330,7,37,39,38,37,48,38,46,45,44,45,44,43,41,40,41,40,39,42,42,44,42,40,42,44
8906901,1010003402,특별광역시도,삼일대로,서울특별시 중구,0.0330,7,33,33,32,32,36,31,34,30,23,26,31,30,31,28,28,30,32,28,22,29,33,35,36,35
8906902,1010003302,특별광역시도,삼일대로,서울특별시 중구,0.0260,7,37,39,40,39,37,37,34,34,34,34,36,36,35,35,37,35,34,36,35,35,33,33,33,36
8906903,1010003402,특별광역시도,삼일대로,서울특별시 중구,0.0260,7,34,34,33,34,36,32,31,28,20,23,29,28,30,27,27,29,32,28,22,28,32,33,35,35
8906904,1010003302,특별광역시도,삼일대로,서울특별시 중구,0.0890,6,44,46,46,45,44,43,42,41,40,41,41,41,40,39,39,37,36,38,40,41,40,40,40,42
8906905,1010003402,특별광역시도,삼일대로,서울특별시 중구,0.0890,6,51,53,53,54,47,52,30,27,20,21,31,30,33,29,31,34,38,32,28,32,37,36,39,43
8906906,1010004605,특별광역시도,삼일대로,서울특별시 중구,0.1110,1,32,37,40,41,34,40,26,26,27,26,28,27,25,25,27,25,25,27,26,27,25,22,24,27
8906907,"1010030500,1010030500",특별광역시도,소파로,서울특별시 중구,0.1680,1,16,20,18,19,18,20,17,17,15,15,16,14,14,13,13,13,14,15,14,15,15,16,17,16
8906908,"1010048700,1010048700,1010024702",특별광역시도,-,서울특별시 중구,0.1810,4,26,26,26,27,28,27,27,27,27,27,27,26,25,25,25,26,25,26,25,25,25,25,25,25
8906909,"1010024601,1010048800,1010048800",특별광역시도,-,서울특별시 중구,0.1810,4,24,23,24,26,24,23,24,22,21,22,21,20,19,19,19,19,19,19,19,20,21,21,22,23
8906910,1010024601,특별광역시도,퇴계로26길,서울특별시 중구,0.0740,1,32,31,31,34,31,34,31,31,30,31,30,29,28,29,29,29,29,29,29,30,29,30,30,32
8906911,1010024601,특별광역시도,퇴계로26길,서울특별시 중구,0.0790,3,27,26,27,26,26,26,26,26,26,27,26,25,25,25,25,25,25,25,25,25,26,26,26,26
8906912,1010024702,특별광역시도,퇴계로26길,서울특별시 중구,0.0790,3,31,31,31,30,31,30,28,26,23,26,28,27,26,24,25,27,27,27,26,28,29,29,29,31
8906913,1010003302,특별광역시도,삼일대로,서울특별시 중구,0.2850,6,63,64,64,63,62,62,60,58,57,56,55,54,52,48,48,44,43,43,51,55,52,54,55,57
8906914,1010003402,특별광역시도,삼일대로,서울특별시 중구,0.2850,6,51,53,53,54,47,52,30,27,20,22,31,31,33,30,31,34,38,32,28,33,37,36,39,44
8906915,"1010001105,1010001105,1010001105,1010001105,1010001102",특별광역시도,소파로,서울특별시 중구,0.9650,2,31,29,29,29,27,29,29,29,26,28,28,26,23,22,22,21,22,22,24,25,26,27,28,29
8906916,"1010001202,1010001204,1010001204,1010001204,1010001204",특별광역시도,소파로,서울특별시 중구,0.9650,2,31,29,29,28,29,29,28,29,25,27,27,26,26,26,27,26,27,27,26,26,27,27,27,28
8907113,1230090000,연결로,올림픽대로,서울특별시 송파구,0.1290,1,47,46,46,46,47,45,48,47,48,46,45,46,46,46,45,46,45,40,32,41,44,45,45,46
8907114,1230452001,연결로,올림픽대로,서울특별시 송파구,0.2640,1,55,55,55,55,53,55,49,47,39,30,32,42,44,42,46,46,49,46,49,49,49,50,51,53
8907115,1230452201,연결로,올림픽대로,서울특별시 송파구,0.2020,1,53,53,54,53,52,53,48,42,30,21,22,33,36,34,39,39,40,36,46,48,48,49,50,52
8907116,1230452001,연결로,올림픽대로,서울특별시 송파구,0.0370,1,51,50,51,51,51,50,49,48,42,34,33,43,47,45,46,46,48,46,47,48,48,48,49,50
8907117,1230005200,연결로,올림픽대로,서울특별시 송파구,0.3010,1,65,64,64,64,67,66,67,68,68,66,65,64,65,65,64,63,58,49,36,53,61,63,63,64
8907118,1230452001,연결로,올림픽대로,서울특별시 송파구,0.2500,1,42,42,41,41,41,41,40,37,32,31,32,38,39,38,38,39,38,37,36,37,39,39,40,41
8907119,1230088400,연결로,올림픽대로,서울특별시 송파구,0.2730,1,61,62,62,61,60,61,45,26,19,22,30,45,52,46,41,40,34,29,36,49,52,52,55,59
8907120,1230086800,도시고속도로,올림픽대로,서울특별시 송파구,1.2320,4,85,86,86,85,82,85,63,26,18,18,31,63,75,73,72,73,72,74,79,78,77,77,79,82
8907121,"1230005100,1230086800",도시고속도로,올림픽대로,서울특별시 송파구,0.4820,4,81,82,82,82,80,82,62,38,29,29,42,64,69,67,65,65,65,66,71,73,73,73,76,79
8907122,"1230090200,1230005100",도시고속도로,올림픽대로,서울특별시 송파구,0.6040,4,85,86,85,85,82,84,63,34,22,24,44,66,71,68,67,67,70,73,76,76,76,76,79,82
8907123,1230452301,연결로,올림픽대로,서울특별시 송파구,0.3250,1,59,58,59,58,59,58,57,43,34,37,44,54,56,55,53,53,53,52,55,55,55,54,57,57
8907124,1230452001,연결로,올림픽대로,서울특별시 송파구,0.0240,1,41,40,40,42,39,40,37,31,25,27,31,35,36,35,34,36,36,36,35,35,36,37,37,38
8907125,1230452101,연결로,올림픽대로,서울특별시 송파구,0.3230,1,55,54,53,55,55,54,53,48,36,39,43,49,50,49,49,50,50,51,50,50,51,52,52,54
8907126,1230090800,연결로,올림픽대로,서울특별시 송파구,0.2180,1,72,72,71,71,71,71,64,51,43,46,56,64,65,63,62,62,60,57,60,61,63,65,67,70
8907127,1230090800,연결로,올림픽대로,서울특별시 송파구,0.4440,1,59,59,58,58,57,58,54,51,50,50,49,52,53,54,51,49,45,42,45,49,52,53,54,57
8907128,0,연결로,올림픽대로,서울특별시 송파구,0.6390,1,65,65,65,64,65,63,61,54,43,44,52,59,60,58,58,60,60,59,58,59,60,61,62,64
8907129,"1230451701,1230451801",도시고속도로,올림픽대로,서울특별시 송파구,0.2660,4,83,83,83,83,81,82,79,79,78,76,72,72,75,75,72,69,64,42,29,35,64,71,74,79
8907130,1230090000,연결로,올림픽대로,서울특별시 송파구,0.3940,1,64,64,65,65,66,66,65,65,65,63,60,58,60,61,58,56,49,33,20,34,54,60,61,63
8907131,1230451801,도시고속도로,올림픽대로,서울특별시 송파구,0.5740,4,88,89,89,89,86,88,82,80,78,76,70,69,74,74,69,66,58,40,32,36,63,72,76,82
8907492,1220033302,특별광역시도,학동로,서울특별시 강남구,0.0270,6,33,33,34,33,32,33,33,33,33,32,32,32,31,31,31,31,30,30,29,30,30,31,32,34
8907493,1220033202,특별광역시도,학동로,서울특별시 강남구,0.0270,6,28,22,24,26,28,26,26,25,24,23,24,24,24,24,23,23,24,24,22,24,24,25,26,25
8907494,"1220004304,1220004304,1220004304,1220004304,1220004304,1220004304,1220004304,1220004304",일반국도,영동대로,서울특별시 강남구,0.3940,7,44,50,51,52,46,52,45,41,39,37,33,31,30,29,33,31,28,27,25,28,31,29,29,42
8907495,"1220004101,1220004102,1220004102,1220004102,1220004102,1220004102,1220004102,1220004102",일반국도,영동대로,서울특별시 강남구,0.7070,7,45,45,46,47,44,46,44,42,41,40,39,38,39,38,38,38,37,37,36,38,39,38,38,43
8907583,1100034901,특별광역시도,상계로,서울특별시 노원구,0.0480,4,24,26,23,25,29,28,26,26,27,25,25,25,25,26,25,26,26,26,27,26,26,25,25,25
8907584,1100079100,특별광역시도,상계로,서울특별시 노원구,0.0350,4,24,25,23,25,27,27,26,23,22,23,24,24,24,24,24,24,24,22,22,22,24,23,23,23
8907585,"1100034903,1100034902,1100034902,1100034902",특별광역시도,상계로,서울특별시 노원구,0.2160,4,30,31,29,30,30,30,28,27,27,25,22,23,22,22,22,21,21,26,26,27,27,28,29,30
8907586,"1100035002,1100035002,1100035002,1100035003",특별광역시도,상계로,서울특별시 노원구,0.2240,4,31,33,33,32,29,33,31,29,30,28,28,28,28,29,29,28,28,29,27,28,30,29,29,29
8907587,"1240027700,1240027700,1240027700,1240025500,1240025500,1240025500,1240025500,1240023500,1240023500,1240023500",특별광역시도,동남로,서울특별시 강동구,0.8740,6,31,32,33,32,30,31,28,24,25,26,27,27,27,26,26,25,25,25,26,26,26,27,29,30
8907588,"1240023600,1240023600,1240023600,1240025600,1240025600,1240025600,1240025600,1240027800,1240027800,1240027800",특별광역시도,동남로,서울특별시 강동구,0.8740,6,37,37,38,39,36,36,34,30,33,33,32,32,32,32,31,31,30,31,32,32,32,33,33,35
8907796,"1060008801,1060008801,1060067801",특별광역시도,면목천로,서울특별시 중랑구,0.2580,4,26,27,28,28,26,27,25,23,22,23,23,24,24,24,24,23,22,22,22,22,23,24,24,25
8907797,"1060067701,1060008701,1060008701",특별광역시도,면목천로,서울특별시 중랑구,0.2580,4,23,23,26,25,20,23,17,12,11,14,16,17,17,17,16,16,15,15,14,16,17,19,20,21
8907798,"1060000601,1060000601,1060067201,1060067201",일반국도,동일로,서울특별시 중랑구,0.2330,6,47,45,45,45,45,44,40,39,36,36,38,38,39,36,36,35,35,36,35,36,37,38,40,43
8907799,"1060067101,1060067101,1060000501,1060000501",일반국도,동일로,서울특별시 중랑구,0.2330,6,36,44,45,46,37,43,26,19,18,23,26,29,30,29,28,27,26,24,24,27,30,32,31,33
8907800,"1060067301,1060067301,1060067301,1060067301,1060067301,1060067301,1060067301",특별광역시도,동일로92길,서울특별시 중랑구,0.3600,4,23,23,25,25,23,24,22,21,19,20,21,22,22,21,22,21,21,21,21,21,21,22,22,23
8907801,"1060067401,1060067401,1060067401,1060067401,1060067401,1060067401,1060067401",특별광역시도,동일로92길,서울특별시 중랑구,0.3600,4,26,24,28,23,23,27,25,25,24,23,24,24,23,24,23,23,22,23,23,22,22,23,23,25
8907802,"1060068001,1060008803,1060008803,1060008803,1060008803",특별광역시도,면목천로,서울특별시 중랑구,0.4780,4,36,39,39,38,35,37,33,31,27,28,29,29,29,29,27,27,26,25,25,25,27,29,31,33
8907803,"1060008703,1060008703,1060008703,1060008703,1060067901",특별광역시도,면목천로,서울특별시 중랑구,0.4780,4,32,35,35,34,29,32,31,27,24,29,29,30,30,29,29,28,28,29,29,29,29,30,30,32
8907804,"1060067601,1060067601,1060067601,1060067601,1060067601,1060067601,1060067601",일반국도,동일로,서울특별시 중랑구,0.3500,6,44,49,50,51,47,50,43,37,31,32,31,32,33,34,33,30,27,24,24,25,28,33,34,39
8907805,"1060067501,1060067501,1060067501,1060067501,1060067501,1060067501,1060067501",일반국도,동일로,서울특별시 중랑구,0.3500,6,52,53,54,55,48,51,38,26,23,34,37,40,41,41,40,40,39,39,40,43,44,45,44,49
8908039,1210030304,특별광역시도,잠원로,서울특별시 서초구,0.0330,6,29,28,28,28,31,31,32,30,31,29,29,31,31,30,29,29,29,29,31,34,34,28,29,29
8908040,1210030203,특별광역시도,잠원로,서울특별시 서초구,0.0330,6,33,32,36,35,41,33,36,30,31,32,30,29,30,30,29,28,28,29,29,29,29,33,34,33
8908041,1210030304,특별광역시도,잠원로,서울특별시 서초구,0.0310,6,33,30,30,31,35,34,36,34,33,32,32,34,35,34,33,33,33,31,33,37,39,34,35,34
8908042,1210030203,특별광역시도,잠원로,서울특별시 서초구,0.0310,6,45,45,44,45,46,45,43,41,41,40,40,39,39,39,38,37,36,37,36,37,40,40,42,43
8908043,1210066000,특별광역시도,잠원로,서울특별시 서초구,0.0300,1,31,19,31,33,32,25,13,16,25,13,14,13,14,13,13,14,10,14,10,17,11,22,12,10
8908044,"1210066000,1210066000,0",특별광역시도,잠원로,서울특별시 서초구,0.1950,2,15,23,17,24,22,25,19,26,26,21,18,22,25,26,21,26,21,21,21,25,20,23,25,18
8908045,"1210006000,1210065900,1210065900",특별광역시도,잠원로,서울특별시 서초구,0.1950,2,27,26,27,31,27,26,27,26,26,26,25,25,24,25,24,23,23,22,22,22,24,25,24,26
8908297,"1190004703,1190004703",특별광역시도,현충로,서울특별시 동작구,0.2700,6,57,58,58,58,51,57,37,18,19,19,22,29,37,31,30,31,29,29,30,43,50,51,52,55
8908298,"1190004804,1190004804",특별광역시도,현충로,서울특별시 동작구,0.2700,6,62,64,64,64,61,63,60,61,61,60,58,58,57,57,57,57,58,57,55,55,55,54,53,57
8908299,1190004704,특별광역시도,현충로,서울특별시 동작구,0.2190,6,38,36,36,35,28,31,19,10,11,12,13,16,17,16,15,16,16,15,16,25,32,33,33,35
8908300,1190004803,특별광역시도,현충로,서울특별시 동작구,0.2190,6,60,62,62,62,57,59,57,54,54,54,53,53,52,52,52,52,53,53,54,54,53,52,53,56
8908301,"1190049900,1190049900,1190047000,1190047000,1190047000",특별광역시도,현충로4길,서울특별시 동작구,0.3890,4,20,22,23,20,23,20,24,18,17,18,17,18,18,18,17,17,16,17,17,17,17,20,20,21
8908302,"1190047100,1190047100,1190047100,1190049800,1190049800",특별광역시도,현충로4길,서울특별시 동작구,0.3890,4,20,22,20,20,22,22,21,22,21,19,20,20,19,18,19,18,19,18,17,16,16,18,18,19
8908303,1190003707,특별광역시도,흑석로,서울특별시 동작구,0.1410,4,16,17,18,20,16,19,12,15,15,14,12,12,11,11,12,12,12,11,10,11,12,13,13,16
8908304,1190003808,특별광역시도,흑석로,서울특별시 동작구,0.1410,4,23,24,25,24,23,24,21,15,14,14,19,20,22,22,23,22,20,20,19,19,19,23,23,24
8908305,"1190003706,1190003706",특별광역시도,흑석로,서울특별시 동작구,0.1420,3,24,25,27,28,25,27,23,19,18,19,19,18,17,17,17,17,17,16,16,17,17,18,19,22
