이산화탄소(도로구간),,,,,,,,,,
- 기준년도 : 2023년,,,,,,,,,,
- 기간 : 평일,,,,,,,,,,
"- 지표 : 전체, 승용차, 버스, 트럭",,,,,,,,,,
- 권역범위 : 시도 시군구 / 읍면동,,,,,,,,,,
"- 도로등급 : 고속도로, 도시고속도로, 일반국도, 특별광역시도, 국가지원지방도, 지방도, 시군도, 연결로",,,,,,,,,,
5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,전체,승용차,버스,트럭
1018488,1180088600,특별광역시도,의사당대로,서울특별시 영등포구,0.1580,4,484351.608,254100.631,113930.925,116320.053
1018490,1180098200,특별광역시도,여의서로,서울특별시 영등포구,0.0190,1,42232.997,30691.229,2538.201,9003.568
1018491,1180098200,특별광역시도,여의서로,서울특별시 영등포구,0.0430,1,117312.346,85285.851,5882.683,26143.813
1018492,1180040303,특별광역시도,노들로,서울특별시 영등포구,0.0260,3,39775.076,29440.973,1654.938,8679.166
1018493,1180040202,특별광역시도,당산로,서울특별시 영등포구,0.0220,1,48306.997,27987.748,12553.417,7765.832
1018494,1180106300,특별광역시도,노들로,서울특별시 영등포구,0.0240,1,19804.255,14957.175,1159.523,3687.557
1018495,1180040202,특별광역시도,당산로,서울특별시 영등포구,0.1810,3,561646.643,360462.733,129552.157,71631.754
1018496,1180040302,특별광역시도,당산로,서울특별시 영등포구,0.1810,3,195388.430,155648.331,12387.505,27352.594
1018497,1180040201,특별광역시도,당산로,서울특별시 영등포구,0.0390,2,247574.812,178987.794,42880.193,25706.826
1018498,"1130005102,1130005102",일반국도,농수산시장로,서울특별시 마포구,0.0490,6,147799.370,105322.949,12815.806,29660.615
1018499,"1130005002,1130005002",일반국도,농수산시장로,서울특별시 마포구,0.0490,6,259092.097,184098.180,21063.302,53930.615
1018500,1180040302,특별광역시도,노들로,서울특별시 영등포구,0.0150,1,18764.386,12862.876,959.247,4942.263
1018501,0,특별광역시도,양천로,서울특별시 강서구,0.0640,1,250350.932,177890.207,22184.816,50275.910
1018503,1130004800,도시고속도로,내부순환로,서울특별시 마포구,1.0150,3,10491422.190,7680384.183,365354.543,2445683.464
1018506,1020012002,특별광역시도,녹사평대로,서울특별시 용산구,0.0320,1,84992.499,53470.292,14220.649,17301.559
1018507,1020011902,특별광역시도,녹사평대로,서울특별시 용산구,0.0170,2,40465.855,20212.952,7846.566,12406.336
1018508,1020012002,특별광역시도,녹사평대로,서울특별시 용산구,0.1710,2,508475.078,329314.480,61719.910,117440.688
1018511,"1130029701,1130029701,1130029701,1130029702,1130029702",특별광역시도,가양대로,서울특별시 은평구,0.3450,6,2584706.516,1584850.526,462899.059,536956.930
1018512,0,특별광역시도,국회대로,서울특별시 영등포구,0.0190,1,88585.532,73837.191,4463.764,10284.578
1018513,1140282101,특별광역시도,국회대로,서울특별시 영등포구,0.0360,1,446666.898,361172.178,15639.604,69855.116
1018517,1000005203,특별광역시도,세종대로,서울특별시 중구,0.0340,4,258730.842,186625.745,36326.760,35778.337
1018518,"1000003700,1000003700,1000003700",특별광역시도,청계천로,서울특별시 중구,0.1840,1,488256.997,349706.734,39721.558,98828.704
1018519,"1000003802,1000003801,1000003801",특별광역시도,청계천로,서울특별시 종로구,0.1850,2,518254.201,372584.474,52163.701,93506.026
1018524,"1020004302,1020004302,1020004302,1020004302",특별광역시도,이촌로,서울특별시 용산구,0.2360,7,1817621.084,1378969.469,124057.036,314594.578
1018525,"1020004402,1020004402,1020004402,1020004402",특별광역시도,이촌로,서울특별시 용산구,0.2360,7,2865618.051,2255839.936,199958.747,409819.368
1018526,0,특별광역시도,의사당대로,서울특별시 영등포구,0.0680,1,198922.273,96690.821,45986.189,56245.263
1018528,1180033000,특별광역시도,의사당대로,서울특별시 영등포구,0.1320,4,732670.956,425782.325,125836.874,181051.757
1018529,1180033100,특별광역시도,의사당대로,서울특별시 영등포구,0.1270,4,735348.593,470119.713,107718.107,157510.773
1018530,0,특별광역시도,의사당대로,서울특별시 영등포구,0.0490,1,131893.104,93711.979,9905.711,28275.414
1018531,1180033000,특별광역시도,의사당대로,서울특별시 영등포구,0.0750,4,267867.454,145636.216,49235.161,72996.076
1018535,1180108100,특별광역시도,-,서울특별시 영등포구,0.0210,1,57047.280,23761.773,4651.356,28634.150
1018536,1180108000,특별광역시도,-,서울특별시 영등포구,0.0220,1,37796.800,25822.276,4403.219,7571.306
1018537,1180108100,특별광역시도,-,서울특별시 영등포구,0.1300,1,286979.279,211759.898,11472.956,63746.426
1018538,1190042400,특별광역시도,노들로,서울특별시 동작구,0.3020,2,1104500.466,838450.432,48091.780,217958.254
1018539,1180071900,특별광역시도,-,서울특별시 영등포구,0.1650,1,157692.765,99689.589,12705.143,45298.033
1018540,1180132000,연결로,올림픽대로,서울특별시 영등포구,0.1820,1,268733.090,183922.521,12144.273,72666.296
1018541,1130048200,도시고속도로,강변북로,서울특별시 마포구,0.0410,2,357288.783,197368.544,54341.567,105578.671
1018542,"1120021400,1120021700,1120021700,1120021700",특별광역시도,홍제천로,서울특별시 서대문구,0.0970,1,311507.666,229993.885,20303.789,61209.991
1018543,1130030100,연결로,강변북로,서울특별시 마포구,0.4200,1,2694474.243,2068561.428,166516.450,459396.365
1018547,"1130000101,1130000101",일반국도,마포대로,서울특별시 마포구,0.1640,5,1145638.959,886454.677,101046.196,158138.088
1018549,1180031700,특별광역시도,여의대방로,서울특별시 영등포구,1.2740,2,6608655.698,4678951.148,482662.159,1447042.392
1018550,1020032100,연결로,강변북로,서울특별시 용산구,0.4240,1,2041684.314,1654157.635,71240.716,316285.963
1018551,1020007800,특별광역시도,여의대방로,서울특별시 용산구,0.0510,2,159986.296,103501.633,16369.860,40114.803
1018552,1020007700,특별광역시도,여의대방로,서울특별시 용산구,0.0140,2,32181.887,22675.596,2983.759,6522.530
1018553,1020052200,특별광역시도,청파로,서울특별시 용산구,0.3020,1,617136.816,414521.917,53360.529,149254.371
1018554,1020007800,특별광역시도,여의대방로,서울특별시 용산구,0.0140,1,31417.122,18891.013,2996.300,9529.809
1018556,1180108500,특별광역시도,노들로,서울특별시 영등포구,0.0520,3,425699.943,310663.101,56884.099,58152.745
1018557,1180107000,특별광역시도,노들로,서울특별시 영등포구,0.0810,4,807796.005,579410.809,94944.044,133441.153
1018558,1180107100,특별광역시도,노들로,서울특별시 영등포구,0.0900,3,906632.566,703001.729,44693.082,158937.754
1018559,1180108500,특별광역시도,노들로,서울특별시 영등포구,0.4960,2,3331837.360,2306919.878,446134.485,578782.997
1018560,1180109600,일반국도,선유로,서울특별시 영등포구,0.2330,1,777099.635,548977.975,92779.970,135341.689
1018563,"1180063700,1180063700,1180063700,1180063700,1180065900,1180067601,1180067601,1180067601,1180067601,1180067602,1180001001",일반국도,경인로,서울특별시 영등포구,0.9120,4,9550055.257,5905540.511,1547028.820,2097485.925
1018565,"1210028801,1210028801",특별광역시도,반포대로,서울특별시 용산구,1.0440,3,8928121.143,6776513.242,769928.535,1381679.366
1018568,1190038200,특별광역시도,노량진로,서울특별시 동작구,0.0750,3,677075.821,437440.863,113004.516,126630.441
1018569,"1160002404,1160002404,1160002404,1160002404,1160002404",특별광역시도,경인로,서울특별시 구로구,0.2260,2,853826.166,519661.836,152604.736,181559.594
1018570,"1180023904,1180023904,1180023904,1180023904,1180023904,1180023904,1180023904,1180023904",특별광역시도,여의대방로,서울특별시 영등포구,0.2480,1,586577.174,320280.678,35596.168,230700.328
1018571,1010054000,특별광역시도,삼일대로,서울특별시 중구,0.0300,4,336183.196,218556.124,72873.150,44753.923
1018572,1010053900,특별광역시도,삼일대로,서울특별시 중구,0.0310,2,315469.729,202077.007,66285.761,47106.961
1018575,1160017400,특별광역시도,목동로,서울특별시 구로구,0.0480,1,155357.542,112351.504,5720.451,37285.587
1018576,1160002604,도시고속도로,서부간선도로,서울특별시 구로구,0.0060,1,23441.886,17627.454,580.348,5234.085
1018577,1160017300,특별광역시도,구로중앙로,서울특별시 양천구,0.0480,1,87074.191,61196.158,2898.847,22979.186
1018578,1160003101,도시고속도로,서부간선도로,서울특별시 양천구,0.0050,1,16811.528,12249.471,695.073,3866.984
1018579,1180016500,특별광역시도,도림천로,서울특별시 영등포구,0.0600,1,169661.331,121506.137,10886.393,37268.801
1018580,1180068000,도시고속도로,서부간선도로,서울특별시 영등포구,0.0080,2,39476.915,27836.215,1632.069,10008.633
1018581,1180017001,특별광역시도,도림천로,서울특별시 영등포구,0.0600,1,221227.464,164534.344,8747.202,47945.918
1018582,1180001302,도시고속도로,서부간선도로,서울특별시 영등포구,0.0070,1,31618.992,22949.167,2040.699,6629.126
1018583,"1120006407,1120006407,1120006408,1120006408",특별광역시도,성산로,서울특별시 서대문구,0.1210,3,882016.340,538326.424,154254.587,189435.330
1018584,"1000007903,1000007903,1000007901",특별광역시도,사직로,서울특별시 종로구,0.2750,1,1202976.214,809235.308,149461.658,244279.247
1018585,1020028600,특별광역시도,-,서울특별시 용산구,0.0690,2,625887.203,497598.707,17715.692,110572.804
1018586,1020003003,특별광역시도,이촌로46길,서울특별시 용산구,0.0390,3,301058.530,241899.648,9821.225,49337.657
1018587,"1010004401,1010004401,1010004401",특별광역시도,통일로,서울특별시 중구,0.1600,2,494531.102,321608.963,89457.439,83464.701
1018588,1130031200,연결로,강변북로,서울특별시 마포구,0.0270,2,186442.546,140617.033,16791.094,29034.419
1018589,"2180012100,1110002303,1110002304",일반국도,통일로,서울특별시 은평구,0.5690,6,4263658.630,2898267.389,648651.622,716739.620
1018590,"1110002403,1110002404,2180012200",일반국도,통일로,서울특별시 은평구,0.5690,6,2389704.607,1481193.480,400857.798,507653.329
1018591,2180428801,일반국도,통일로,서울특별시 은평구,0.9380,6,2498898.042,1457180.210,362778.583,678939.248
1018592,2180428701,일반국도,통일로,서울특별시 은평구,0.9380,6,3294368.614,1941809.209,499133.947,853425.459
1018598,"1110012201,1110012201,1110012202,1110013201,1110013201,1110013202,1110013202",특별광역시도,통일로,서울특별시 은평구,0.8050,6,4888310.933,3368279.004,670678.987,849352.942
1018599,"1110013102,1110013102,1110013101,1110013101,1110012102,1110012101,1110012101",특별광역시도,통일로,서울특별시 은평구,0.8050,6,4887231.674,3394636.299,746787.943,745807.431
1018600,"1110013702,1110013703,1110013705,1110013705,1110013706",특별광역시도,통일로,서울특별시 은평구,0.6180,6,4846349.781,3410882.955,694815.458,740651.367
1018601,"1110011200,1110011200,1110011200,1110011200,1110011200",특별광역시도,서오릉로,서울특별시 은평구,0.3420,6,1731879.847,1308225.478,131933.714,291720.655
1018602,"1110012500,1110012500,1110012500,1110012500,1110012500",특별광역시도,서오릉로,서울특별시 은평구,0.4070,6,2502195.295,1968586.244,153722.444,379886.606
1018603,"1110009106,1110009106",특별광역시도,진흥로,서울특별시 은평구,0.0650,6,183964.321,127841.005,13136.025,42987.290
1018604,"1110009207,1110009207",특별광역시도,진흥로,서울특별시 은평구,0.0650,6,392940.104,289411.684,25180.667,78347.752
1018605,"1110001201,1110001201",일반국도,연서로,서울특별시 은평구,0.1720,6,771943.844,588469.315,48184.055,135290.474
1018606,"1110001101,1110001101",일반국도,연서로,서울특별시 은평구,0.1720,6,1224742.505,966203.411,65055.609,193483.485
1018607,"1110000903,1110000903,1110000902,1110000902,1110000901,1110000901",일반국도,증산로,서울특별시 은평구,0.7300,6,4206352.278,3243860.979,213912.654,748578.645
1018608,"1110001001,1110001001,1110001002,1110001002,1110001003,1110001003",일반국도,증산로,서울특별시 은평구,0.7300,6,4044583.005,3026188.341,226366.841,792027.824
1018609,1110009201,특별광역시도,진흥로,서울특별시 은평구,0.0930,5,279653.479,204112.032,12504.977,63036.470
1018610,1110009101,특별광역시도,진흥로,서울특별시 은평구,0.0930,5,562460.532,428444.668,28627.784,105388.079
1018611,1110027200,특별광역시도,연서로,서울특별시 은평구,0.1320,1,171114.177,120595.198,6651.323,43867.657
1018613,"1110013402,1110013402,1110013401,1110013401,1110013401,1110013401,1110013401,1110013401,1110013401,1110013401",특별광역시도,서오릉로,서울특별시 은평구,0.4630,6,1970413.626,1499791.560,107270.202,363351.865
1018614,"1110013301,1110013301,1110013301,1110013301,1110013301,1110013301,1110013301,1110013301,1110013302,1110013302",특별광역시도,서오릉로,서울특별시 은평구,0.4630,6,3504863.123,2772323.489,169613.498,562926.136
1018616,"1110014201,1110014202,1110014203,1110014203,1110014204,1110014205,1110014206,1110014207,1110014208",특별광역시도,갈현로,서울특별시 은평구,1.7050,2,3651104.516,2502793.372,465306.113,683005.031
1018617,"1110014108,1110014107,1110014106,1110014105,1110014104,1110014103,1110014103,1110014102,1110014101",특별광역시도,갈현로,서울특별시 은평구,1.7050,2,3775323.453,2584994.206,374012.062,816317.185
1018618,"1110002001,1110002002",일반국도,통일로,서울특별시 은평구,0.3940,6,2659945.485,1812788.991,367705.490,479451.003
1018619,1110002301,일반국도,통일로,서울특별시 은평구,0.4960,6,3863798.724,2602650.160,544427.048,716721.515
1018620,"1110001704,1110001704,1110001705,1110001702,1110001702,1110001701",일반국도,통일로,서울특별시 은평구,0.9310,6,6331128.836,4463483.111,936738.815,930906.909
1018621,"1110001802,1110001802,1110001802,1110001804,0,1110001805",일반국도,통일로,서울특별시 은평구,0.9310,6,5013418.747,3408402.556,714218.801,890797.389
1018622,"1110014001,1110014001,1110014600,1110014600,1110038200,1110038200,1110038200,1110038200,1110038200,1110038200,1110038200",특별광역시도,연서로,서울특별시 은평구,1.5040,4,5198484.240,3393361.526,671987.398,1133135.315
1018623,"1110044203,1110044203,1110044204,1110044204,1110044202,1110041501,1110041502",특별광역시도,연서로,서울특별시 은평구,1.4560,4,3691440.971,2489186.133,256900.006,945354.832
1018624,"1120014001,1120014002,1120014002,1120014002,1120014002,1120014002,1000048300,1000048300,1000048500",특별광역시도,세검정로,서울특별시 서대문구,1.4700,4,5038296.248,3124982.590,824556.167,1088757.491
1018625,"1000048600,1000048400,1000048400,1120013902,1120013902,1120013902,1120013902,1120013902,1120013901",특별광역시도,세검정로,서울특별시 종로구,1.4700,4,4349249.353,2742094.301,612079.593,995075.459
1018626,"1000021001,1000021001,1000021002,1000021002,1000021002,1000021002,1000021002,1000021002",특별광역시도,세검정로,서울특별시 종로구,0.5660,4,2985610.993,2089574.789,305599.354,590436.852
1018627,"1000020902,1000020901,1000020901,1000020901,1000020901,1000020901,1000020901,1000020901",특별광역시도,세검정로,서울특별시 종로구,0.5660,4,2774358.978,1964107.844,242837.941,567413.193
1018628,"1110001203,1110001203,1110001203,1110001203,1110001204,1110001204,1110001204,1110001204,1110001204",일반국도,연서로,서울특별시 은평구,0.5890,6,3007332.795,2308289.800,179814.761,519228.234
1018629,"1110044203,1110044203",특별광역시도,연서로,서울특별시 은평구,0.6370,4,1354725.993,903457.461,90866.969,360401.564
1018630,"1110044304,1110044304",특별광역시도,연서로,서울특별시 은평구,0.6370,4,1743255.407,1183280.767,140806.989,419167.652
1018631,"1110009902,1110009902,1110009902,1110009902,1110009902,1110009901,1110009901,1110009901,1110009500,1110009500",특별광역시도,서오릉로,서울특별시 은평구,0.6540,6,1977158.637,1487732.501,92693.165,396732.972
1018632,"1120013502,1120013501",특별광역시도,세검정로,서울특별시 서대문구,0.2270,4,2100465.696,1555009.803,187016.418,358439.475
1018633,"1120013602,1120013603,1120013603,1120013603,1120013604,1120013605,1120013606,1120013607",특별광역시도,세검정로,서울특별시 서대문구,0.5910,5,4264758.364,3098165.651,440070.651,726522.063
1018634,"1120013901,1120013506,1120013505,1120013504,1120013503,1120013503,1120013503,1120013502",특별광역시도,세검정로,서울특별시 서대문구,0.5910,5,2344377.199,1509088.004,343468.620,491820.575
1018635,"1120013601,1120013602",특별광역시도,세검정로,서울특별시 서대문구,0.2270,4,1627473.564,1183850.685,170099.564,273523.315
1018636,1120013104,특별광역시도,연희로,서울특별시 서대문구,0.0190,5,94731.071,70850.013,6241.243,17639.815
1018641,1110005000,특별광역시도,수색로,서울특별시 은평구,0.1730,6,994777.100,529931.128,231173.626,233672.346
1018642,1110004900,특별광역시도,수색로,서울특별시 은평구,0.1730,6,1983455.537,1170705.231,472781.171,339969.134
1018652,1120034200,연결로,내부순환로,서울특별시 서대문구,0.5440,1,3589403.116,2699987.059,117645.567,771770.489
1018653,1120031000,연결로,내부순환로,서울특별시 서대문구,0.4200,1,2068422.923,1524160.516,61737.128,482525.279
1018654,"1120032400,1120032400",특별광역시도,홍은중앙로,서울특별시 서대문구,0.1150,2,1048712.241,847244.136,34460.630,167007.475
1018656,"1110043501,1110043503,1110043503,1110043504,1110043504,1110043504,1110043504",국가지원지방도,북한산로,서울특별시 은평구,0.7050,4,1824501.734,1333149.490,194063.577,297288.667
1018657,"1110043403,1110043403,1110043403,1110043403,1110043404,1110043404,1110043402",국가지원지방도,북한산로,서울특별시 은평구,0.7050,4,2119162.705,1471632.038,192058.594,455472.072
1018659,"1120013801,1120013803,1120013803,1120013804,1110086800,1110086800,1110086800,1110087000",특별광역시도,통일로,서울특별시 서대문구,1.1720,7,7563358.289,5522098.089,827491.949,1213768.250
1018660,"1110087100,1110086900,1110086900,1110086900,1120013704,1120013703,1120013703,1120013701",특별광역시도,통일로,서울특별시 은평구,1.1720,7,10561890.077,7878004.175,1162753.652,1521132.251
1035506,"1220012600,1220012600,1220012600,1220009402,1220009402,1220009402,1220009402,1220009402",특별광역시도,삼성로,서울특별시 강남구,0.8220,6,5019813.156,3405945.968,842012.763,771854.424
1035507,"1220009502,1220009502,1220009502,1220009502,1220009502,1220012700,1220012700,1220012700",특별광역시도,삼성로,서울특별시 강남구,0.8220,6,4947441.763,3233024.878,917333.316,797083.569
1035508,"1210015402,1210015402",특별광역시도,남부순환로,서울특별시 서초구,0.1820,2,1247866.321,868642.030,169746.098,209478.192
1035510,"1220011803,1220011802,1220011802,1220011802,1220011802",특별광역시도,강남대로,서울특별시 서초구,0.5810,5,5466998.064,2553658.871,2323688.430,589650.763
1035511,"1210020302,1210020302,1210020302,1210020302,1210020303,1210020303,1210020303",특별광역시도,서초대로,서울특별시 서초구,0.5680,6,5488885.703,4015039.949,855282.392,618563.361
1035512,"1210020203,1210020203,1210020203,1210020202,1210020202,1210020202,1210020202",특별광역시도,서초대로,서울특별시 서초구,0.5680,6,4571792.628,3607800.613,322261.448,641730.568
1035516,"1210016101,1210016101,1210016102,1210016103,1210016103",특별광역시도,반포대로,서울특별시 서초구,0.3470,8,3490798.661,2473429.766,505579.767,511789.128
1035517,"1210018402,1210018402,1210018402,1210018402,1210018403,1210018403,1210018403,1210018403,1210018403",특별광역시도,반포대로,서울특별시 서초구,0.5720,8,6596001.498,5037124.138,520673.581,1038203.780
1035520,1210025102,특별광역시도,반포대로,서울특별시 서초구,0.0670,9,895071.483,707894.051,77159.508,110017.923
1035521,1210025002,특별광역시도,반포대로,서울특별시 서초구,0.0670,9,747053.471,600694.178,40501.363,105857.931
1035522,1210025002,특별광역시도,반포대로,서울특별시 서초구,0.0880,7,210921.718,152886.405,13725.086,44310.227
1035523,1210025102,특별광역시도,반포대로,서울특별시 서초구,0.0880,7,1020789.472,806415.452,89907.040,124466.980
1035524,1210025002,특별광역시도,반포대로,서울특별시 서초구,0.0040,2,72763.681,61123.861,3706.823,7932.997
1035529,1210003903,고속도로,경부고속도로,서울특별시 서초구,0.1960,4,4009063.433,2474379.590,649738.439,884945.403
1035535,1210003700,연결로,경부고속도로,서울특별시 서초구,0.2980,2,1190776.234,785211.392,221343.157,184221.686
1035536,"1210004001,1210004002,1210004002,1210004002",고속도로,경부고속도로,서울특별시 서초구,0.2800,4,6857502.752,3859717.563,1604396.190,1393388.999
1035541,1210003300,연결로,경부고속도로,서울특별시 서초구,0.1840,1,608406.398,428992.548,68027.537,111386.315
1035546,1210003200,연결로,경부고속도로,서울특별시 서초구,0.2860,1,1685820.424,1142549.806,294806.315,248464.304
1035547,"1210004003,1210004200,1210004200,1210004200,1210004200,1210004200,1210004200,1210004200",고속도로,경부고속도로,서울특별시 서초구,1.9840,4,42030102.740,22681574.588,10366072.401,8982455.751
1035548,"1210003902,1210003902,1210003902",고속도로,경부고속도로,서울특별시 서초구,0.0950,4,2139640.806,1324050.735,345016.855,470573.217
1035552,"1220025003,1220025003,1220025003,1220025003,1220025003,1220025002,1220025002",특별광역시도,강남대로,서울특별시 서초구,0.7660,5,8503353.545,4509192.415,2993256.123,1000905.007
1035553,"1220015501,1220015501,1220015502,1220015503,1220015503",특별광역시도,도곡로,서울특별시 강남구,0.3120,6,1889457.019,1352435.246,288525.781,248495.990
1035554,"1220016602,1220016602,1220016602,1220016601,1220016601",특별광역시도,도곡로,서울특별시 강남구,0.5530,6,3654733.691,2654918.219,485055.395,514760.077
1035555,"1210018200,1210018200,1210018200,1210018200,1210018200,1210018200,1210017005,1210017005,1210017004,1210017004,1210017003,1210017003,1210017003,1210017003,1210017003,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017002,1210017001,1210017001,1210017001,1210017001,1210017001,1210017001,1210017001",특별광역시도,효령로,서울특별시 서초구,1.4370,6,9193996.956,6356139.038,1464473.684,1373384.233
1035556,"1210017101,1210017101,1210017101,1210017101,1210017101,1210017101,1210017101,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017102,1210017103,1210017103,1210017103,1210017103,1210017103,1210017104,1210017104,1210017105,1210017105,1210018300,1210018300,1210018300,1210018300,1210018300,1210018300",특별광역시도,효령로,서울특별시 서초구,1.4370,6,7142829.086,4934098.665,992993.142,1215737.280
1035557,1210056900,연결로,경부고속도로,서울특별시 서초구,0.2450,1,1270641.577,829411.904,249581.046,191648.628
1035558,"1210004100,1210004100,1210004100,1210004100,1210004100,1210004100,1210004100",고속도로,경부고속도로,서울특별시 서초구,1.8180,4,39832332.744,24533036.929,6544332.680,8754963.135
1035564,"1210015101,1210015101,1210015101,1210015102,1210015102,1210015102,1210015102,1210015102,1210015102",특별광역시도,서초중앙로,서울특별시 서초구,0.3430,7,2565456.292,1778284.270,367991.407,419180.615
1035565,"1210015002,1210015002,1210015002,1210015002,1210015002,1210015002,1210015001,1210015001,1210015001",특별광역시도,서초중앙로,서울특별시 서초구,0.3430,7,2757001.857,1996195.763,320071.086,440735.007
1035568,"1210012900,1210012900,1210012900,1210012900",특별광역시도,명달로,서울특별시 서초구,0.6000,4,2020779.885,1485165.046,162833.354,372781.484
1035570,"1210014900,1210014900,1210014900,1210014900",특별광역시도,효령로,서울특별시 서초구,0.6340,6,2461745.745,1531629.639,453947.173,476168.932
1035571,"1210014800,1210014800,1210014800,1210014800",특별광역시도,효령로,서울특별시 서초구,0.6340,6,2849056.086,1673983.334,668065.139,507007.613
1035574,"1210015901,1210015902",특별광역시도,효령로,서울특별시 서초구,0.4410,5,2779866.860,1990644.426,324468.817,464753.616
1035575,"1210015802,1210015801",특별광역시도,효령로,서울특별시 서초구,0.4410,5,2547744.799,1657274.965,475460.743,415009.093
1035576,1210014004,특별광역시도,반포대로,서울특별시 서초구,0.1250,8,880340.351,649694.328,59053.269,171592.754
1035577,1210014104,특별광역시도,반포대로,서울특별시 서초구,0.1250,8,1951668.694,1478847.944,238017.022,234803.728
1035580,"1220024302,1220024302,1220024304,1220024304,1220024305,1220024305,1220024305",특별광역시도,도곡로,서울특별시 강남구,0.6090,6,4636484.887,3638529.102,408248.297,589707.487
1035581,"1220024204,1220024204,1220024204,1220024205,1220024205,1220024203,1220024203",특별광역시도,도곡로,서울특별시 강남구,0.6090,6,4123460.754,3228123.168,308212.835,587124.750
1035583,"1220026603,1220026603,1220026603",특별광역시도,삼성로,서울특별시 강남구,0.1620,7,827143.489,622825.126,76678.399,127639.965
1035586,"1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200,1220019200",특별광역시도,선릉로,서울특별시 강남구,0.6230,6,3603535.323,2372250.704,700404.851,530879.767
1035587,"1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300,1220019300",특별광역시도,선릉로,서울특별시 강남구,0.6230,6,3659198.386,2410056.307,723934.131,525207.949
1035589,"1220024602,1220024602,1220024601,1220024601,1220024601,1220024601,1220024601,1220024601,1220024601,1220024601,1220024601",특별광역시도,언주로,서울특별시 강남구,0.4750,4,5356604.092,4305121.561,339865.156,711617.377
1035593,"1220025301,1220025301,1220025302,1220025303,1220025303",특별광역시도,테헤란로,서울특별시 강남구,0.5470,4,5224763.155,3980942.930,566520.640,677299.585
1035596,"1220026301,1220026301,1220026301,1220026302,1220026302,1220026302,1220026303,1220026303,1220026303,1220026303,1220026303",특별광역시도,논현로,서울특별시 강남구,0.7610,6,6934672.326,5321785.513,717607.041,895279.772
1035597,"1220026203,1220026203,1220026203,1220026203,1220026203,1220026202,1220026202,1220026202,1220026201,1220026201,1220026201",특별광역시도,논현로,서울특별시 강남구,0.7610,6,5955988.350,4674075.095,482372.584,799540.670
1035599,"1220013501,1220013501,1220013501,1220013503,1220013503,1220013504,1220013504,1220013504,1220013504,1220013504",특별광역시도,논현로,서울특별시 강남구,0.7610,6,6110256.862,4634480.110,578922.544,896854.207
1035600,"1210178500,1210178500,1210178500,1210178500",특별광역시도,논현로,서울특별시 강남구,0.4180,6,2946491.876,2034686.861,427511.067,484293.947
1035602,"1220010305,1220010306,1220010307,1220010308,1220010308,1220010308,1220010308,1220010308",특별광역시도,남부순환로,서울특별시 강남구,0.4780,4,5148642.947,3570464.758,888410.051,689768.138
1035605,"1220024500,1230063600",특별광역시도,삼전로,서울특별시 강남구,0.2480,6,954383.714,693507.472,71940.307,188935.935
1035606,"1230016103,1230016103,1230016103",특별광역시도,삼전로,서울특별시 송파구,0.2390,6,985259.324,747176.622,61102.899,176979.804
1035609,"1220002202,1220002202,1220002202,1220002202,1220002202,1220002202,1220002202",일반국도,영동대로,서울특별시 강남구,0.5370,4,4317485.164,3013377.450,595581.398,708526.317
1035611,"1220058400,1220058400",일반국도,영동대로,서울특별시 강남구,0.0680,4,411698.064,282529.731,59800.562,69367.772
1035614,"1220021301,1220021301,1220021301,1220021302,1220021302,1220021302,1220021302",특별광역시도,남부순환로,서울특별시 강남구,0.6170,4,5239470.512,3939146.620,632127.904,668195.990
1035616,"1220012802,1220012801,1220012801",국가지원지방도,영동대로,서울특별시 강남구,0.3100,1,736721.431,418298.087,126504.582,191918.762
1035617,1220047700,국가지원지방도,양재대로,서울특별시 강남구,0.5720,3,3090933.074,2205724.549,199894.777,685313.748
1035619,"1220012903,1220012903,1220012903",국가지원지방도,양재대로,서울특별시 강남구,0.3240,4,3477238.007,2514076.480,367484.409,595677.118
1035621,"1220021802,1220021802,1220021802,1220021801,1220021801",특별광역시도,삼성로,서울특별시 강남구,0.5220,4,3531306.019,2447469.013,624003.026,459833.980
1035627,"1220017001,1220017001",특별광역시도,양재대로,서울특별시 강남구,0.1890,2,754281.097,566045.518,38793.129,149442.450
1035628,1220056200,국가지원지방도,밤고개길,서울특별시 강남구,0.2950,1,348232.701,187470.713,67419.645,93342.344
1035629,1220001300,연결로,분당수서간고속화도로,서울특별시 강남구,0.6740,1,4122179.833,2781642.270,452021.715,888515.847
1035630,"1230006803,1230006803,1230006812,1230006822,1230006801,1230006801,1230006801",특별광역시도,동남로,서울특별시 송파구,1.3530,5,4533733.920,3384443.364,247330.409,901960.149
1035631,"1230006701,1230006701,1230006701,1230006712,1230006722,1230006703,1230006703",특별광역시도,동남로,서울특별시 송파구,1.3530,5,4523343.778,3401991.454,243385.333,877966.992
